Trump	Clinton	Johnson	Other	Undecided	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
6	79	4	4	6	ipsos-reuters-25213	Ipsos/Reuters	2016-08-13	2016-08-17	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
71	4	8	5	12	ipsos-reuters-25213	Ipsos/Reuters	2016-08-13	2016-08-17	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
37	19	10	16	17	ipsos-reuters-25213	Ipsos/Reuters	2016-08-13	2016-08-17	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - independent			Internet	Nonpartisan	None
46	50		5		upi-cvoter-25215	UPI/CVOTER	2016-08-11	2016-08-17		Likely Voters	1009	3	Internet	Nonpartisan	None
39	41	9	6	5	rasmussen-25203	Rasmussen	2016-08-15	2016-08-16	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1000	3	IVR/Online	Nonpartisan	None
12	77	4	2	5	rasmussen-25203	Rasmussen	2016-08-15	2016-08-16	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Democrat			IVR/Online	Nonpartisan	None
69	13	11	3	3	rasmussen-25203	Rasmussen	2016-08-15	2016-08-16	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Republican			IVR/Online	Nonpartisan	None
38	29	12	14	7	rasmussen-25203	Rasmussen	2016-08-15	2016-08-16	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - independent			IVR/Online	Nonpartisan	None
35	41	7	5	11	yougov-economist-25194	YouGov/Economist	2016-08-14	2016-08-16	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters	1076		Internet	Nonpartisan	None
6	83	1	4	6	yougov-economist-25194	YouGov/Economist	2016-08-14	2016-08-16	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters - Democrat	407		Internet	Nonpartisan	None
75	4	8	2	11	yougov-economist-25194	YouGov/Economist	2016-08-14	2016-08-16	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters - Republican	286		Internet	Nonpartisan	None
30	31	12	10	16	yougov-economist-25194	YouGov/Economist	2016-08-14	2016-08-16	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters - independent	383		Internet	Nonpartisan	None
35	48		7	10	public-religion-research-institute-25256	Public Religion Research Institute 	2016-08-10	2016-08-16		Registered Voters	1630	2.9	Live Phone	Nonpartisan	None
37	41	10	6	5	pew-25211	Pew	2016-08-09	2016-08-16		Registered Voters	1567		Live Phone	Nonpartisan	None
44	51		5		upi-cvoter-25205	UPI/CVOTER	2016-08-09	2016-08-16		Likely Voters	1069	3	Internet	Nonpartisan	None
40	50		5	5	normington-petts-associates-d-end-citizens-united-25217	Normington, Petts & Associates (D-End Citizens United)	2016-08-09	2016-08-15	If the general election for President was held today and the candidates were: Democrat Hillary Clinton or Republican Donald Trump, for whom would you vote?	Likely Voters	1000	3.1	Live Phone	Sponsor	Dem
37	45	8	4	6	normington-petts-associates-d-end-citizens-united-25217	Normington, Petts & Associates (D-End Citizens United)	2016-08-09	2016-08-15	And if the election for President was held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson and Green Party candidate Jill Stein for whom would you vote?	Likely Voters	1000	3.1	Live Phone	Sponsor	Dem
44	51		5		upi-cvoter-25192	UPI/CVOTER	2016-08-09	2016-08-15		Likely Voters	1035	3	Internet	Nonpartisan	None
37	44			18	morning-consult-25179	Morning Consult	2016-08-11	2016-08-14	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Registered Voters	2001	2	Internet	Nonpartisan	None
8	83			9	morning-consult-25179	Morning Consult	2016-08-11	2016-08-14	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Registered Voters - Democrat	740		Internet	Nonpartisan	None
77	9			14	morning-consult-25179	Morning Consult	2016-08-11	2016-08-14	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Registered Voters - Republican	610		Internet	Nonpartisan	None
33	33			34	morning-consult-25179	Morning Consult	2016-08-11	2016-08-14	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Registered Voters - independent	651		Internet	Nonpartisan	None
33	39	9	4	14	morning-consult-25179	Morning Consult	2016-08-11	2016-08-14	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?	Registered Voters	2001	2	Internet	Nonpartisan	None
7	78	4	3	9	morning-consult-25179	Morning Consult	2016-08-11	2016-08-14	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?	Registered Voters - Democrat	740		Internet	Nonpartisan	None
71	8	8	2	10	morning-consult-25179	Morning Consult	2016-08-11	2016-08-14	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?	Registered Voters - Republican	610		Internet	Nonpartisan	None
27	24	17	8	24	morning-consult-25179	Morning Consult	2016-08-11	2016-08-14	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?	Registered Voters - independent	651		Internet	Nonpartisan	None
45	51		5		upi-cvoter-25186	UPI/CVOTER	2016-08-08	2016-08-14		Likely Voters	975	3	Internet	Nonpartisan	None
41	50			8	nbc-surveymonkey-25182	NBC/SurveyMonkey	2016-08-08	2016-08-14	If the 2016 presidential election were being held today among the following candidates, for whom would you vote?	Registered Voters	15179	1.2	Internet	Nonpartisan	None
37	43	11	4	5	nbc-surveymonkey-25182	NBC/SurveyMonkey	2016-08-08	2016-08-14	If the 2016 presidential election were being held today among the following candidates for whom would you vote?	Registered Voters	15179	1.2	Internet	Nonpartisan	None
36	38	8	5	13	zogby-internet-25195	Zogby (Internet)	2016-08-12	2016-08-13	If the election for President were being held today and the Democratic nominee for President is Hillary Clinton and the Republican nominee for President is Donald Trump; the Libertarian nominee is Gary Johnson and the Green party nominee is Jill Stein for whom would you vote?	Likely Voters	1277	2.8	Internet	Nonpartisan	None
46	49		6		upi-cvoter-25166	UPI/CVOTER	2016-08-07	2016-08-13		Likely Voters	1403	3	Internet	Nonpartisan	None
40	43	8	6	3	rasmussen-25125	Rasmussen	2016-08-09	2016-08-10	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1000	3	IVR/Online	Nonpartisan	None
12	82	3	3	1	rasmussen-25125	Rasmussen	2016-08-09	2016-08-10	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Democrat			IVR/Online	Nonpartisan	None
74	11	9	5	2	rasmussen-25125	Rasmussen	2016-08-09	2016-08-10	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - Republican			IVR/Online	Nonpartisan	None
37	32	15	9	7	rasmussen-25125	Rasmussen	2016-08-09	2016-08-10	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters - independent			IVR/Online	Nonpartisan	None
36	42		10	12	ipsos-reuters-25129	Ipsos/Reuters	2016-08-06	2016-08-10	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	974		Internet	Nonpartisan	None
7	77		7	9	ipsos-reuters-25129	Ipsos/Reuters	2016-08-06	2016-08-10	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
80	6		8	7	ipsos-reuters-25129	Ipsos/Reuters	2016-08-06	2016-08-10	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
24	20		34	22	ipsos-reuters-25129	Ipsos/Reuters	2016-08-06	2016-08-10	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - independent			Internet	Nonpartisan	None
35	40	7	7	11	ipsos-reuters-25129	Ipsos/Reuters	2016-08-06	2016-08-10	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	974		Internet	Nonpartisan	None
6	76	4	6	8	ipsos-reuters-25129	Ipsos/Reuters	2016-08-06	2016-08-10	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
78	5	7	3	8	ipsos-reuters-25129	Ipsos/Reuters	2016-08-06	2016-08-10	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
24	18	22	19	17	ipsos-reuters-25129	Ipsos/Reuters	2016-08-06	2016-08-10	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - independent			Internet	Nonpartisan	None
45	50		5		upi-cvoter-25138	UPI/CVOTER	2016-08-03	2016-08-10		Likely Voters	1077	3	Internet	Nonpartisan	None
36	42	9	4	9	yougov-economist-25107	YouGov/Economist	2016-08-06	2016-08-09	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters	1026		Internet	Nonpartisan	None
3	87	2	3	5	yougov-economist-25107	YouGov/Economist	2016-08-06	2016-08-09	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters - Democrat	399		Internet	Nonpartisan	None
76	7	7	1	8	yougov-economist-25107	YouGov/Economist	2016-08-06	2016-08-09	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters - Republican	261		Internet	Nonpartisan	None
36	28	17	6	13	yougov-economist-25107	YouGov/Economist	2016-08-06	2016-08-09	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters - independent	366		Internet	Nonpartisan	None
46	48		6		upi-cvoter-25124	UPI/CVOTER	2016-08-03	2016-08-09		Likely Voters	1002	3	Internet	Nonpartisan	None
36	48	2	6	8	public-religion-research-institute-the-atlantic-25981	Public Religion Research Institute/The Atlantic	2016-07-27	2016-08-09		Registered Voters	1803		Live Phone	Nonpartisan	None
40	44	9	4	3	bloomberg-selzer-25108	Bloomberg/Selzer	2016-08-05	2016-08-08	If the general election were held today, and the candidates were Hillary Clinton for the Democrats, Donald Trump for the Republicans, Gary Johnson for the Libertarian Party, and Jill Stein for the Green Party, for whom would you vote?	Likely Voters	749	3.6	Live Phone	Nonpartisan	None
44	50		3	3	bloomberg-selzer-25108	Bloomberg/Selzer	2016-08-05	2016-08-08	If the general election were held today, and the candidates were Hillary Clinton for the Democrats and Donald Trump for the Republicans, for whom would you vote?	Likely Voters	749	3.6	Live Phone	Nonpartisan	None
45	49		6		upi-cvoter-25113	UPI/CVOTER	2016-08-02	2016-08-08		Likely Voters	993	3	Internet	Nonpartisan	None
39	45		3	12	psrai-25137	PSRAI	2016-08-04	2016-08-07		Registered Voters	798	4.4	Live Phone	Nonpartisan	None
37	50	7	3	3	monmouth-university-25087	Monmouth University	2016-08-04	2016-08-07	If the election for President was today, would you vote for Donald Trump the Republican, Hillary Clinton the Democrat, Gary Johnson the Libertarian, or Jill Stein of the Green Party?	Likely Voters	683	3.8	Live Phone	Nonpartisan	None
44	49		7		upi-cvoter-25098	UPI/CVOTER	2016-08-01	2016-08-07		Likely Voters	960	3	Internet	Nonpartisan	None
41	51			8	nbc-surveymonkey-25094	NBC/SurveyMonkey	2016-08-01	2016-08-07	If the 2016 presidential election were being held today among the following candidates, for whom would you vote?	Registered Voters	11480	1.2	Internet	Nonpartisan	None
38	44	10	4	4	nbc-surveymonkey-25094	NBC/SurveyMonkey	2016-08-01	2016-08-07	If the 2016 presidential election were being held today among the following candidates for whom would you vote?	Registered Voters	11480	1.2	Internet	Nonpartisan	None
43	50		7		upi-cvoter-25085	UPI/CVOTER	2016-07-31	2016-08-06		Likely Voters	1036	3	Internet	Nonpartisan	None
37	46			18	morning-consult-25078	Morning Consult	2016-08-04	2016-08-05	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Registered Voters	2001	2	Internet	Nonpartisan	None
7	83			10	morning-consult-25078	Morning Consult	2016-08-04	2016-08-05	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Registered Voters - Democrat	760		Internet	Nonpartisan	None
77	10			12	morning-consult-25078	Morning Consult	2016-08-04	2016-08-05	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Registered Voters - Republican	591		Internet	Nonpartisan	None
34	34			32	morning-consult-25078	Morning Consult	2016-08-04	2016-08-05	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton and Republican Donald Trump, for whom would you vote?	Registered Voters - independent	650		Internet	Nonpartisan	None
33	41	9	5	13	morning-consult-25078	Morning Consult	2016-08-04	2016-08-05	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?	Registered Voters	2001	2	Internet	Nonpartisan	None
6	79	4	4	7	morning-consult-25078	Morning Consult	2016-08-04	2016-08-05	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?	Registered Voters - Democrat	760		Internet	Nonpartisan	None
73	8	8	1	11	morning-consult-25078	Morning Consult	2016-08-04	2016-08-05	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?	Registered Voters - Republican	591		Internet	Nonpartisan	None
27	26	16	9	22	morning-consult-25078	Morning Consult	2016-08-04	2016-08-05	If the 2016 presidential election were held today and the candidates were Democrat Hillary Clinton, Republican Donald Trump and Libertarian Gary Johnson, for whom would you vote?	Registered Voters - independent	650		Internet	Nonpartisan	None
44	51		3	1	abc-post-25077	ABC/Post	2016-08-01	2016-08-04	If the presidential election were held today and the candidates were (Hillary Clinton, the Democrat) and Donald Trump, (the Republican), for whom would you vote for?	Likely Voters	682	4	Live Phone	Nonpartisan	None
39	47	7	4	4	abc-post-25077	ABC/Post	2016-08-01	2016-08-04		Likely Voters	682	4	Live Phone	Nonpartisan	None
44	50		6		upi-cvoter-25075	UPI/CVOTER	2016-07-29	2016-08-04		Likely Voters	1060	3	Internet	Nonpartisan	None
39	46		5	11	ibd-tipp-25071	IBD/TIPP	2016-07-29	2016-08-04	If the 2016 election for the President of United States were held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Registered Voters	851	3.4	Live Phone	Nonpartisan	None
9	87		1	3	ibd-tipp-25071	IBD/TIPP	2016-07-29	2016-08-04	If the 2016 election for the President of United States were held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Registered Voters - Democrat	290		Live Phone	Nonpartisan	None
82	7		2	9	ibd-tipp-25071	IBD/TIPP	2016-07-29	2016-08-04	If the 2016 election for the President of United States were held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Registered Voters - Republican	270		Live Phone	Nonpartisan	None
36	38		10	17	ibd-tipp-25071	IBD/TIPP	2016-07-29	2016-08-04	If the 2016 election for the President of United States were held today and the candidates were Hillary Clinton the Democrat and Donald Trump the Republican, for whom would you vote?	Registered Voters - independent	272		Live Phone	Nonpartisan	None
35	39	12	6	8	ibd-tipp-25071	IBD/TIPP	2016-07-29	2016-08-04	If the 2016 election for the president of the United States were held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, and Gary Johnson, the Libertarian, and Jill Stein of the Green Party for whom would you vote?	Registered Voters	851	3.4	Live Phone	Nonpartisan	None
7	83	3	2	4	ibd-tipp-25071	IBD/TIPP	2016-07-29	2016-08-04	If the 2016 election for the president of the United States were held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, and Gary Johnson, the Libertarian, and Jill Stein of the Green Party for whom would you vote?	Registered Voters - Democrat	290		Live Phone	Nonpartisan	None
77	5	9	2	7	ibd-tipp-25071	IBD/TIPP	2016-07-29	2016-08-04	If the 2016 election for the president of the United States were held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, and Gary Johnson, the Libertarian, and Jill Stein of the Green Party for whom would you vote?	Registered Voters - Republican	270		Live Phone	Nonpartisan	None
31	27	20	11	12	ibd-tipp-25071	IBD/TIPP	2016-07-29	2016-08-04	If the 2016 election for the president of the United States were held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, and Gary Johnson, the Libertarian, and Jill Stein of the Green Party for whom would you vote?	Registered Voters - independent	272		Live Phone	Nonpartisan	None
33	48		14	5	mcclatchy-marist-25067	McClatchy/Marist	2016-08-01	2016-08-03	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	983	3.1	Live Phone	Nonpartisan	None
3	90		5	1	mcclatchy-marist-25067	McClatchy/Marist	2016-08-01	2016-08-03	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters - Democrat			Live Phone	Nonpartisan	None
79	6		12	4	mcclatchy-marist-25067	McClatchy/Marist	2016-08-01	2016-08-03	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters - Republican			Live Phone	Nonpartisan	None
31	37		23	8	mcclatchy-marist-25067	McClatchy/Marist	2016-08-01	2016-08-03	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters - independent			Live Phone	Nonpartisan	None
31	45	10	7	8	mcclatchy-marist-25067	McClatchy/Marist	2016-08-01	2016-08-03	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	983	3.1	Live Phone	Nonpartisan	None
3	88	2	3	4	mcclatchy-marist-25067	McClatchy/Marist	2016-08-01	2016-08-03	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters - Democrat			Live Phone	Nonpartisan	None
78	5	6	4	7	mcclatchy-marist-25067	McClatchy/Marist	2016-08-01	2016-08-03	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters - Republican			Live Phone	Nonpartisan	None
26	31	19	11	13	mcclatchy-marist-25067	McClatchy/Marist	2016-08-01	2016-08-03	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters - independent			Live Phone	Nonpartisan	None
38	47		11	4	nbc-wsj-25068	NBC/WSJ	2016-07-31	2016-08-03	If the next election for president were held today, with (ROTATE) … Donald Trump and Mike Pence as the Republican candidates, and Hillary Clinton and Tim Kaine as the Democratic candidates, for whom would you vote?	Registered Voters	800	3.46	Live Phone	Nonpartisan	None
34	43	10	8	5	nbc-wsj-25068	NBC/WSJ	2016-07-31	2016-08-03	And, if the next election for president were held today, with Donald Trump as the Republican candidate, Hillary Clinton as the Democratic candidate, Gary Johnson the Libertarian candidate, and Jill Stein the Green Party candidate for whom would you vote?	Registered Voters	800	3.46	Live Phone	Nonpartisan	None
39	43		9	10	ipsos-reuters-25063	Ipsos/Reuters	2016-07-30	2016-08-03	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	1072		Internet	Nonpartisan	None
9	81		5	5	ipsos-reuters-25063	Ipsos/Reuters	2016-07-30	2016-08-03	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
76	7		7	9	ipsos-reuters-25063	Ipsos/Reuters	2016-07-30	2016-08-03	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
27	27		32	13	ipsos-reuters-25063	Ipsos/Reuters	2016-07-30	2016-08-03	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - independent			Internet	Nonpartisan	None
38	42	6	4	10	ipsos-reuters-25063	Ipsos/Reuters	2016-07-30	2016-08-03	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters	1072		Internet	Nonpartisan	None
10	78	3	4	6	ipsos-reuters-25063	Ipsos/Reuters	2016-07-30	2016-08-03	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Democrat			Internet	Nonpartisan	None
73	7	5	5	11	ipsos-reuters-25063	Ipsos/Reuters	2016-07-30	2016-08-03	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - Republican			Internet	Nonpartisan	None
30	25	20	12	6	ipsos-reuters-25063	Ipsos/Reuters	2016-07-30	2016-08-03	If the 2016 presidential election were being held today and the candidates were as below, for whom would you vote?	Likely Voters - independent			Internet	Nonpartisan	None
44	50		7		upi-cvoter-25066	UPI/CVOTER	2016-07-28	2016-08-03		Likely Voters	1400	3	Internet	Nonpartisan	None
40	44	6	6	4	rasmussen-25057	Rasmussen	2016-08-01	2016-08-02	If the 2016 presidential election were held today, would you vote for Republican Donald Trump, Democrat Hillary Clinton, Libertarian Gary Johnson or Green Party candidate Jill Stein?	Likely Voters	1000	3	IVR/Online	Nonpartisan	None
39	49		5	8	fox-25054	FOX	2016-07-31	2016-08-02		Registered Voters	1022	3	Live Phone	Nonpartisan	None
5	87		3	5	fox-25054	FOX	2016-07-31	2016-08-02		Registered Voters - Democrat		4.5	Live Phone	Nonpartisan	None
78	12		4	6	fox-25054	FOX	2016-07-31	2016-08-02		Registered Voters - Republican		5	Live Phone	Nonpartisan	None
41	33		12	13	fox-25054	FOX	2016-07-31	2016-08-02		Registered Voters - independent		8	Live Phone	Nonpartisan	None
35	44	12	1	8	fox-25054	FOX	2016-07-31	2016-08-02		Registered Voters	1022	3	Live Phone	Nonpartisan	None
4	81	8	1	6	fox-25054	FOX	2016-07-31	2016-08-02		Registered Voters - Democrat		4.5	Live Phone	Nonpartisan	None
73	9	11	1	6	fox-25054	FOX	2016-07-31	2016-08-02		Registered Voters - Republican		5	Live Phone	Nonpartisan	None
35	29	22	3	10	fox-25054	FOX	2016-07-31	2016-08-02		Registered Voters - independent		8	Live Phone	Nonpartisan	None
46	49		5		upi-cvoter-25061	UPI/CVOTER	2016-07-27	2016-08-02		Likely Voters	989	3	Internet	Nonpartisan	None
36	41	8	6	9	yougov-economist-25040	YouGov/Economist	2016-07-30	2016-08-01	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters	1069	4.1	Internet	Nonpartisan	None
5	81	3	5	7	yougov-economist-25040	YouGov/Economist	2016-07-30	2016-08-01	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters - Democrat	397		Internet	Nonpartisan	None
78	4	10	1	7	yougov-economist-25040	YouGov/Economist	2016-07-30	2016-08-01	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters - Republican	300		Internet	Nonpartisan	None
34	31	12	10	14	yougov-economist-25040	YouGov/Economist	2016-07-30	2016-08-01	If the 2016 presidential election were being held today and the candidates were Hillary Clinton, the Democrat, Donald Trump, the Republican, Gary Johson, the Libertarian, and Jill Stein, from the Green Party, who would you vote for?	Registered Voters - independent	372		Internet	Nonpartisan	None
40	45	5		10	penn-schoen-berland-25048	Penn Schoen Berland	2016-07-29	2016-08-01	If the 2016 Presidential Election were being held today, who would you vote for?	Likely Voters	1000		Internet	Nonpartisan	None
5	85	3		6	penn-schoen-berland-25048	Penn Schoen Berland	2016-07-29	2016-08-01	If the 2016 Presidential Election were being held today, who would you vote for?	Likely Voters - Democrat			Internet	Nonpartisan	None
79	7	5		9	penn-schoen-berland-25048	Penn Schoen Berland	2016-07-29	2016-08-01	If the 2016 Presidential Election were being held today, who would you vote for?	Likely Voters - Republican			Internet	Nonpartisan	None
36	26	18		19	penn-schoen-berland-25048	Penn Schoen Berland	2016-07-29	2016-08-01	If the 2016 Presidential Election were being held today, who would you vote for?	Likely Voters - independent			Internet	Nonpartisan	None
43	52		5	0	cnn-25037	CNN	2016-07-29	2016-07-31	Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?	Registered Voters	894	3.5	Live Phone	Nonpartisan	None
3	96		1	0	cnn-25037	CNN	2016-07-29	2016-07-31	Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?	Registered Voters - Democrat			Live Phone	Nonpartisan	None
89	8		3	0	cnn-25037	CNN	2016-07-29	2016-07-31	Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?	Registered Voters - Republican			Live Phone	Nonpartisan	None
41	50		9	0	cnn-25037	CNN	2016-07-29	2016-07-31	Suppose that the presidential election were being held today and you had to choose between Hillary Clinton and Tim Kaine as the Democratic Party’s candidates, and Donald Trump and Mike Pence as the Republican Party’s candidates. Who would you be more likely to vote for?	Registered Voters - independent			Live Phone	Nonpartisan	None
37	45	9	6	3	cnn-25037	CNN	2016-07-29	2016-07-31	Now suppose that the presidential candidates on the ballot in your state included Hillary Clinton as the Democratic Party’s candidate, Donald Trump as the Republican Party’s candidate, Gary Johnson as the Libertarian Party candidate, and Jill Stein as the Green Party candidate, who would you be more likely to vote for?	Registered Voters	894	3.5	Live Phone	Nonpartisan	None
2	90	3	1	3	cnn-25037	CNN	2016-07-29	2016-07-31	Now suppose that the presidential candidates on the ballot in your state included Hillary Clinton as the Democratic Party’s candidate, Donald Trump as the Republican Party’s candidate, Gary Johnson as the Libertarian Party candidate, and Jill Stein as the Green Party candidate, who would you be more likely to vote for?	Registered Voters - Democrat			Live Phone	Nonpartisan	None
